Windenergieeinspeisung;;;;
2006 Oktober;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];Anteil Offshore [MW];
;95;2765;3375;0;;
;96;2765;3492;0;;
2006-10-06;1;3433;3733;0;;
;2;3433;3935;0;;
;3;3433;4017;0;;
;4;3433;4026;0;;
;5;3741;4144;0;;
;6;3741;4335;0;;
;7;3741;4482;0;;
;8;3741;4575;0;;
;9;4117;4589;0;;
;10;4117;4684;0;;
;11;4117;4753;0;;
;12;4117;4760;0;;
;13;4371;4868;0;;
;14;4371;4950;0;;
;15;4371;4912;0;;
;16;4371;4804;0;;
;17;4544;4870;0;;
;18;4544;4756;0;;
;19;4544;4628;0;;
;20;4544;4660;0;;
;21;4724;4746;0;;
;22;4724;4743;0;;
;23;4724;4760;0;;
;24;4724;4570;0;;
;25;4795;4386;0;;
;26;4795;4251;0;;
;27;4795;4256;0;;
;28;4795;4272;0;;
;29;4721;4151;0;;
;30;4721;4042;0;;
;31;4721;4074;0;;
;32;4721;3999;0;;
;33;4680;3878;0;;
;34;4680;3845;0;;
;35;4680;3854;0;;
;36;4680;3741;0;;
;37;4519;3750;0;;
;38;4519;3769;0;;
;39;4519;3781;0;;
;40;4519;3766;0;;
;41;4585;3721;0;;
;42;4585;3784;0;;
;43;4585;3796;0;;
;44;4585;3807;0;;
;45;4776;3753;0;;
;46;4776;3632;0;;
;47;4776;3577;0;;
;48;4776;3537;0;;
;49;5086;3670;0;;
;50;5086;3718;0;;
;51;5086;3867;0;;
;52;5086;3816;0;;
;53;5115;3882;0;;
;54;5115;4109;0;;
;55;5115;4103;0;;
;56;5115;4015;0;;
;57;5115;4030;0;;
;58;5115;3956;0;;
;59;5115;3911;0;;
;60;5115;3855;0;;
;61;4783;3764;0;;
;62;4783;3800;0;;
;63;4783;3757;0;;
;64;4783;3652;0;;
;65;4658;3609;0;;
;66;4658;3580;0;;
;67;4658;3489;0;;
;68;4658;3303;0;;
;69;4571;3250;0;;
;70;4571;3298;0;;
;71;4571;3315;0;;
;72;4571;3247;0;;
;73;4560;3190;0;;
;74;4560;3233;0;;
;75;4560;3249;0;;
;76;4560;3266;0;;
;77;4555;3420;0;;
;78;4555;3473;0;;
;79;4555;3575;0;;
;80;4555;3723;0;;
;81;4680;3894;0;;
;82;4680;4038;0;;
;83;4680;4043;0;;
;84;4680;4154;0;;
;85;4737;4162;0;;
;86;4737;4336;0;;
;87;4737;4363;0;;
;88;4737;4375;0;;
;89;4755;4425;0;;
;90;4755;4559;0;;
;91;4755;4662;0;;
;92;4755;4717;0;;
;93;4701;4737;0;;
;94;4701;4734;0;;
;95;4701;4795;0;;
;96;4701;4724;0;;
2006-10-07;1;4602;4593;0;;
;2;4602;4542;0;;
;3;4602;4410;0;;
;4;4602;4329;0;;
;5;4582;4286;0;;
;6;4582;4287;0;;
;7;4582;4257;0;;
;8;4582;4266;0;;
;9;4503;4164;0;;
;10;4503;4058;0;;
;11;4503;3994;0;;
;12;4503;3929;0;;
;13;4250;4027;0;;
;14;4250;4164;0;;
;15;4250;4046;0;;
;16;4250;3874;0;;
;17;3968;3732;0;;
;18;3968;3667;0;;
;19;3968;3679;0;;
;20;3968;3754;0;;
;21;3830;3787;0;;
;22;3830;3884;0;;
;23;3830;3893;0;;
;24;3830;3908;0;;
;25;3744;3820;0;;
;26;3744;3825;0;;
;27;3744;3727;0;;
;28;3744;3803;0;;
;29;3673;3891;0;;
;30;3673;3880;0;;
;31;3673;3883;0;;
;32;3673;3895;0;;
;33;3829;4022;0;;
;34;3829;4008;0;;
;35;3829;3910;0;;
;36;3829;3916;0;;
;37;4067;3898;0;;
;38;4067;3895;0;;
;39;4067;3923;0;;
;40;4067;4040;0;;
;41;4369;4094;0;;
;42;4369;4381;0;;
;43;4369;4496;0;;
;44;4369;4625;0;;
;45;4802;4837;0;;
;46;4802;4912;0;;
;47;4802;4922;0;;
