Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW)
10.03.2015;15:00:00;10.03.2015;15:15:00;14;10
10.03.2015;15:15:00;10.03.2015;15:30:00;16;8
10.03.2015;15:30:00;10.03.2015;15:45:00;18;9
10.03.2015;15:45:00;10.03.2015;16:00:00;20;14
10.03.2015;16:00:00;10.03.2015;16:15:00;22;18
10.03.2015;16:15:00;10.03.2015;16:30:00;24;17
10.03.2015;16:30:00;10.03.2015;16:45:00;26;34
10.03.2015;16:45:00;10.03.2015;17:00:00;28;44
10.03.2015;17:00:00;10.03.2015;17:15:00;30;38
10.03.2015;17:15:00;10.03.2015;17:30:00;33;39
10.03.2015;17:30:00;10.03.2015;17:45:00;36;39
10.03.2015;17:45:00;10.03.2015;18:00:00;38;42
10.03.2015;18:00:00;10.03.2015;18:15:00;41;36
10.03.2015;18:15:00;10.03.2015;18:30:00;43;44
10.03.2015;18:30:00;10.03.2015;18:45:00;45;41
10.03.2015;18:45:00;10.03.2015;19:00:00;46;44
10.03.2015;19:00:00;10.03.2015;19:15:00;48;40
10.03.2015;19:15:00;10.03.2015;19:30:00;48;50
10.03.2015;19:30:00;10.03.2015;19:45:00;48;42
10.03.2015;19:45:00;10.03.2015;20:00:00;49;44
10.03.2015;20:00:00;10.03.2015;20:15:00;49;56
10.03.2015;20:15:00;10.03.2015;20:30:00;49;57
10.03.2015;20:30:00;10.03.2015;20:45:00;49;63
10.03.2015;20:45:00;10.03.2015;21:00:00;50;44
10.03.2015;21:00:00;10.03.2015;21:15:00;49;47
10.03.2015;21:15:00;10.03.2015;21:30:00;48;36
10.03.2015;21:30:00;10.03.2015;21:45:00;47;23
10.03.2015;21:45:00;10.03.2015;22:00:00;45;22
10.03.2015;22:00:00;10.03.2015;22:15:00;43;29
10.03.2015;22:15:00;10.03.2015;22:30:00;41;22
10.03.2015;22:30:00;10.03.2015;22:45:00;38;24
10.03.2015;22:45:00;10.03.2015;23:00:00;35;31
10.03.2015;23:00:00;10.03.2015;23:15:00;32;21
10.03.2015;23:15:00;10.03.2015;23:30:00;29;21
10.03.2015;23:30:00;10.03.2015;23:45:00;27;17
10.03.2015;23:45:00;11.03.2015;00:00:00;24;21
11.03.2015;00:00:00;11.03.2015;00:15:00;39;32
11.03.2015;00:15:00;11.03.2015;00:30:00;39;27
11.03.2015;00:30:00;11.03.2015;00:45:00;39;32
11.03.2015;00:45:00;11.03.2015;01:00:00;38;31
11.03.2015;01:00:00;11.03.2015;01:15:00;38;28
11.03.2015;01:15:00;11.03.2015;01:30:00;38;35
11.03.2015;01:30:00;11.03.2015;01:45:00;38;55
11.03.2015;01:45:00;11.03.2015;02:00:00;39;42
11.03.2015;02:00:00;11.03.2015;02:15:00;40;50
11.03.2015;02:15:00;11.03.2015;02:30:00;43;59
11.03.2015;02:30:00;11.03.2015;02:45:00;45;70
11.03.2015;02:45:00;11.03.2015;03:00:00;48;92
11.03.2015;03:00:00;11.03.2015;03:15:00;50;101
11.03.2015;03:15:00;11.03.2015;03:30:00;53;117
11.03.2015;03:30:00;11.03.2015;03:45:00;56;92
11.03.2015;03:45:00;11.03.2015;04:00:00;59;66
11.03.2015;04:00:00;11.03.2015;04:15:00;62;72
11.03.2015;04:15:00;11.03.2015;04:30:00;65;64
11.03.2015;04:30:00;11.03.2015;04:45:00;67;64
11.03.2015;04:45:00;11.03.2015;05:00:00;70;87
11.03.2015;05:00:00;11.03.2015;05:15:00;71;76
11.03.2015;05:15:00;11.03.2015;05:30:00;71;70
11.03.2015;05:30:00;11.03.2015;05:45:00;71;73
11.03.2015;05:45:00;11.03.2015;06:00:00;71;78
11.03.2015;06:00:00;11.03.2015;06:15:00;71;93
11.03.2015;06:15:00;11.03.2015;06:30:00;69;94
11.03.2015;06:30:00;11.03.2015;06:45:00;68;87
11.03.2015;06:45:00;11.03.2015;07:00:00;66;115
11.03.2015;07:00:00;11.03.2015;07:15:00;63;112
11.03.2015;07:15:00;11.03.2015;07:30:00;59;89
11.03.2015;07:30:00;11.03.2015;07:45:00;55;65
11.03.2015;07:45:00;11.03.2015;08:00:00;51;60
11.03.2015;08:00:00;11.03.2015;08:15:00;46;69
11.03.2015;08:15:00;11.03.2015;08:30:00;41;68
11.03.2015;08:30:00;11.03.2015;08:45:00;36;50
11.03.2015;08:45:00;11.03.2015;09:00:00;31;29
11.03.2015;09:00:00;11.03.2015;09:15:00;27;24
11.03.2015;09:15:00;11.03.2015;09:30:00;25;26
11.03.2015;09:30:00;11.03.2015;09:45:00;22;26
11.03.2015;09:45:00;11.03.2015;10:00:00;20;24
11.03.2015;10:00:00;11.03.2015;10:15:00;18;34
11.03.2015;10:15:00;11.03.2015;10:30:00;17;49
11.03.2015;10:30:00;11.03.2015;10:45:00;16;43
11.03.2015;10:45:00;11.03.2015;11:00:00;15;45
11.03.2015;11:00:00;11.03.2015;11:15:00;15;50
11.03.2015;11:15:00;11.03.2015;11:30:00;15;63
11.03.2015;11:30:00;11.03.2015;11:45:00;15;58
11.03.2015;11:45:00;11.03.2015;12:00:00;15;51
11.03.2015;12:00:00;11.03.2015;12:15:00;15;54
11.03.2015;12:15:00;11.03.2015;12:30:00;16;55
11.03.2015;12:30:00;11.03.2015;12:45:00;16;35
11.03.2015;12:45:00;11.03.2015;13:00:00;16;34
11.03.2015;13:00:00;11.03.2015;13:15:00;16;38
11.03.2015;13:15:00;11.03.2015;13:30:00;16;27
11.03.2015;13:30:00;11.03.2015;13:45:00;16;17
11.03.2015;13:45:00;11.03.2015;14:00:00;16;16
11.03.2015;14:00:00;11.03.2015;14:15:00;16;19
11.03.2015;14:15:00;11.03.2015;14:30:00;16;19
11.03.2015;14:30:00;11.03.2015;14:45:00;16;17
11.03.2015;14:45:00;11.03.2015;15:00:00;16;20
11.03.2015;15:00:00;11.03.2015;15:15:00;16;16
11.03.2015;15:15:00;11.03.2015;15:30:00;17;19
11.03.2015;15:30:00;11.03.2015;15:45:00;17;26
11.03.2015;15:45:00;11.03.2015;16:00:00;18;25
11.03.2015;16:00:00;11.03.2015;16:15:00;18;22
11.03.2015;16:15:00;11.03.2015;16:30:00;19;19
11.03.2015;16:30:00;11.03.2015;16:45:00;20;26
11.03.2015;16:45:00;11.03.2015;17:00:00;21;22
11.03.2015;17:00:00;11.03.2015;17:15:00;22;35
11.03.2015;17:15:00;11.03.2015;17:30:00;23;24
11.03.2015;17:30:00;11.03.2015;17:45:00;24;31
11.03.2015;17:45:00;11.03.2015;18:00:00;25;29
11.03.2015;18:00:00;11.03.2015;18:15:00;26;33
11.03.2015;18:15:00;11.03.2015;18:30:00;27;29
11.03.2015;18:30:00;11.03.2015;18:45:00;28;31
11.03.2015;18:45:00;11.03.2015;19:00:00;29;31
11.03.2015;19:00:00;11.03.2015;19:15:00;29;27
11.03.2015;19:15:00;11.03.2015;19:30:00;30;31
11.03.2015;19:30:00;11.03.2015;19:45:00;30;40
11.03.2015;19:45:00;11.03.2015;20:00:00;30;37
11.03.2015;20:00:00;11.03.2015;20:15:00;30;38
11.03.2015;20:15:00;11.03.2015;20:30:00;30;48
11.03.2015;20:30:00;11.03.2015;20:45:00;30;39
11.03.2015;20:45:00;11.03.2015;21:00:00;30;35
11.03.2015;21:00:00;11.03.2015;21:15:00;30;34
11.03.2015;21:15:00;11.03.2015;21:30:00;30;36
11.03.2015;21:30:00;11.03.2015;21:45:00;30;28
11.03.2015;21:45:00;11.03.2015;22:00:00;30;22
11.03.2015;22:00:00;11.03.2015;22:15:00;30;20
11.03.2015;22:15:00;11.03.2015;22:30:00;30;12
11.03.2015;22:30:00;11.03.2015;22:45:00;30;17
11.03.2015;22:45:00;11.03.2015;23:00:00;30;18
11.03.2015;23:00:00;11.03.2015;23:15:00;29;21
11.03.2015;23:15:00;11.03.2015;23:30:00;29;25
11.03.2015;23:30:00;11.03.2015;23:45:00;28;24
11.03.2015;23:45:00;12.03.2015;00:00:00;28;24
12.03.2015;00:00:00;12.03.2015;00:15:00;35;28
12.03.2015;00:15:00;12.03.2015;00:30:00;35;27
12.03.2015;00:30:00;12.03.2015;00:45:00;35;29
12.03.2015;00:45:00;12.03.2015;01:00:00;35;29
12.03.2015;01:00:00;12.03.2015;01:15:00;34;28
12.03.2015;01:15:00;12.03.2015;01:30:00;33;22
12.03.2015;01:30:00;12.03.2015;01:45:00;32;25
12.03.2015;01:45:00;12.03.2015;02:00:00;30;33
12.03.2015;02:00:00;12.03.2015;02:15:00;29;37
12.03.2015;02:15:00;12.03.2015;02:30:00;29;30
12.03.2015;02:30:00;12.03.2015;02:45:00;28;29
12.03.2015;02:45:00;12.03.2015;03:00:00;27;26
12.03.2015;03:00:00;12.03.2015;03:15:00;27;22
12.03.2015;03:15:00;12.03.2015;03:30:00;26;24
12.03.2015;03:30:00;12.03.2015;03:45:00;26;23
12.03.2015;03:45:00;12.03.2015;04:00:00;25;21
12.03.2015;04:00:00;12.03.2015;04:15:00;25;18
12.03.2015;04:15:00;12.03.2015;04:30:00;25;19
12.03.2015;04:30:00;12.03.2015;04:45:00;24;22
12.03.2015;04:45:00;12.03.2015;05:00:00;24;19
12.03.2015;05:00:00;12.03.2015;05:15:00;24;23
12.03.2015;05:15:00;12.03.2015;05:30:00;25;27
12.03.2015;05:30:00;12.03.2015;05:45:00;25;29
12.03.2015;05:45:00;12.03.2015;06:00:00;26;24
12.03.2015;06:00:00;12.03.2015;06:15:00;26;20
12.03.2015;06:15:00;12.03.2015;06:30:00;26;18
12.03.2015;06:30:00;12.03.2015;06:45:00;26;16
12.03.2015;06:45:00;12.03.2015;07:00:00;26;22
12.03.2015;07:00:00;12.03.2015;07:15:00;26;29
12.03.2015;07:15:00;12.03.2015;07:30:00;24;31
12.03.2015;07:30:00;12.03.2015;07:45:00;23;35
12.03.2015;07:45:00;12.03.2015;08:00:00;22;35
12.03.2015;08:00:00;12.03.2015;08:15:00;20;36
12.03.2015;08:15:00;12.03.2015;08:30:00;18;34
12.03.2015;08:30:00;12.03.2015;08:45:00;16;29
12.03.2015;08:45:00;12.03.2015;09:00:00;14;27
12.03.2015;09:00:00;12.03.2015;09:15:00;13;30
12.03.2015;09:15:00;12.03.2015;09:30:00;13;25
12.03.2015;09:30:00;12.03.2015;09:45:00;14;28
12.03.2015;09:45:00;12.03.2015;10:00:00;14;21
12.03.2015;10:00:00;12.03.2015;10:15:00;14;23
12.03.2015;10:15:00;12.03.2015;10:30:00;15;21
12.03.2015;10:30:00;12.03.2015;10:45:00;16;18
12.03.2015;10:45:00;12.03.2015;11:00:00;17;19
12.03.2015;11:00:00;12.03.2015;11:15:00;19;21
12.03.2015;11:15:00;12.03.2015;11:30:00;21;21
12.03.2015;11:30:00;12.03.2015;11:45:00;24;18
12.03.2015;11:45:00;12.03.2015;12:00:00;26;19
12.03.2015;12:00:00;12.03.2015;12:15:00;29;24
12.03.2015;12:15:00;12.03.2015;12:30:00;31;26
12.03.2015;12:30:00;12.03.2015;12:45:00;34;23
12.03.2015;12:45:00;12.03.2015;13:00:00;37;25
12.03.2015;13:00:00;12.03.2015;13:15:00;39;34
12.03.2015;13:15:00;12.03.2015;13:30:00;40;35
12.03.2015;13:30:00;12.03.2015;13:45:00;41;32
12.03.2015;13:45:00;12.03.2015;14:00:00;42;27
12.03.2015;14:00:00;12.03.2015;14:15:00;43;32
12.03.2015;14:15:00;12.03.2015;14:30:00;43;29
12.03.2015;14:30:00;12.03.2015;14:45:00;43;35
12.03.2015;14:45:00;12.03.2015;15:00:00;43;42
12.03.2015;15:00:00;12.03.2015;15:15:00;44;50
12.03.2015;15:15:00;12.03.2015;15:30:00;44;37
12.03.2015;15:30:00;12.03.2015;15:45:00;44;40
12.03.2015;15:45:00;12.03.2015;16:00:00;44;43
12.03.2015;16:00:00;12.03.2015;16:15:00;45;43
12.03.2015;16:15:00;12.03.2015;16:30:00;47;39
12.03.2015;16:30:00;12.03.2015;16:45:00;50;38
12.03.2015;16:45:00;12.03.2015;17:00:00;52;42
12.03.2015;17:00:00;12.03.2015;17:15:00;54;43
12.03.2015;17:15:00;12.03.2015;17:30:00;58;54
12.03.2015;17:30:00;12.03.2015;17:45:00;62;41
12.03.2015;17:45:00;12.03.2015;18:00:00;65;54
12.03.2015;18:00:00;12.03.2015;18:15:00;69;52
12.03.2015;18:15:00;12.03.2015;18:30:00;73;52
12.03.2015;18:30:00;12.03.2015;18:45:00;77;52
12.03.2015;18:45:00;12.03.2015;19:00:00;81;56
12.03.2015;19:00:00;12.03.2015;19:15:00;84;64
12.03.2015;19:15:00;12.03.2015;19:30:00;88;73
12.03.2015;19:30:00;12.03.2015;19:45:00;91;78
12.03.2015;19:45:00;12.03.2015;20:00:00;94;89
12.03.2015;20:00:00;12.03.2015;20:15:00;97;87
12.03.2015;20:15:00;12.03.2015;20:30:00;100;123
12.03.2015;20:30:00;12.03.2015;20:45:00;103;128
12.03.2015;20:45:00;12.03.2015;21:00:00;106;125
12.03.2015;21:00:00;12.03.2015;21:15:00;108;129
12.03.2015;21:15:00;12.03.2015;21:30:00;110;140
12.03.2015;21:30:00;12.03.2015;21:45:00;111;150
12.03.2015;21:45:00;12.03.2015;22:00:00;113;163
12.03.2015;22:00:00;12.03.2015;22:15:00;115;141
12.03.2015;22:15:00;12.03.2015;22:30:00;117;147
12.03.2015;22:30:00;12.03.2015;22:45:00;118;164
12.03.2015;22:45:00;12.03.2015;23:00:00;120;171
12.03.2015;23:00:00;12.03.2015;23:15:00;121;177
12.03.2015;23:15:00;12.03.2015;23:30:00;121;155
12.03.2015;23:30:00;12.03.2015;23:45:00;121;176
12.03.2015;23:45:00;13.03.2015;00:00:00;121;176
13.03.2015;00:00:00;13.03.2015;00:15:00;148;174
13.03.2015;00:15:00;13.03.2015;00:30:00;149;137
13.03.2015;00:30:00;13.03.2015;00:45:00;151;144
13.03.2015;00:45:00;13.03.2015;01:00:00;153;172
13.03.2015;01:00:00;13.03.2015;01:15:00;153;155
13.03.2015;01:15:00;13.03.2015;01:30:00;151;157
13.03.2015;01:30:00;13.03.2015;01:45:00;150;173
13.03.2015;01:45:00;13.03.2015;02:00:00;148;190
13.03.2015;02:00:00;13.03.2015;02:15:00;146;179
13.03.2015;02:15:00;13.03.2015;02:30:00;143;214
13.03.2015;02:30:00;13.03.2015;02:45:00;140;202
13.03.2015;02:45:00;13.03.2015;03:00:00;136;206
13.03.2015;03:00:00;13.03.2015;03:15:00;134;181
13.03.2015;03:15:00;13.03.2015;03:30:00;131;189
13.03.2015;03:30:00;13.03.2015;03:45:00;128;142
13.03.2015;03:45:00;13.03.2015;04:00:00;125;139
13.03.2015;04:00:00;13.03.2015;04:15:00;122;161
13.03.2015;04:15:00;13.03.2015;04:30:00;120;151
13.03.2015;04:30:00;13.03.2015;04:45:00;118;130
13.03.2015;04:45:00;13.03.2015;05:00:00;116;127
13.03.2015;05:00:00;13.03.2015;05:15:00;114;135
13.03.2015;05:15:00;13.03.2015;05:30:00;112;134
13.03.2015;05:30:00;13.03.2015;05:45:00;109;136
13.03.2015;05:45:00;13.03.2015;06:00:00;107;128
13.03.2015;06:00:00;13.03.2015;06:15:00;104;130
13.03.2015;06:15:00;13.03.2015;06:30:00;99;149
13.03.2015;06:30:00;13.03.2015;06:45:00;94;131
13.03.2015;06:45:00;13.03.2015;07:00:00;90;131
13.03.2015;07:00:00;13.03.2015;07:15:00;85;114
13.03.2015;07:15:00;13.03.2015;07:30:00;80;113
13.03.2015;07:30:00;13.03.2015;07:45:00;76;104
13.03.2015;07:45:00;13.03.2015;08:00:00;71;109
13.03.2015;08:00:00;13.03.2015;08:15:00;67;126
13.03.2015;08:15:00;13.03.2015;08:30:00;63;96
13.03.2015;08:30:00;13.03.2015;08:45:00;59;108
13.03.2015;08:45:00;13.03.2015;09:00:00;55;81
13.03.2015;09:00:00;13.03.2015;09:15:00;52;68
13.03.2015;09:15:00;13.03.2015;09:30:00;50;64
13.03.2015;09:30:00;13.03.2015;09:45:00;49;61
13.03.2015;09:45:00;13.03.2015;10:00:00;47;69
13.03.2015;10:00:00;13.03.2015;10:15:00;46;74
13.03.2015;10:15:00;13.03.2015;10:30:00;45;80
13.03.2015;10:30:00;13.03.2015;10:45:00;45;78
13.03.2015;10:45:00;13.03.2015;11:00:00;44;79
13.03.2015;11:00:00;13.03.2015;11:15:00;44;83
13.03.2015;11:15:00;13.03.2015;11:30:00;45;86
13.03.2015;11:30:00;13.03.2015;11:45:00;45;90
13.03.2015;11:45:00;13.03.2015;12:00:00;46;75
13.03.2015;12:00:00;13.03.2015;12:15:00;46;80
13.03.2015;12:15:00;13.03.2015;12:30:00;46;88
13.03.2015;12:30:00;13.03.2015;12:45:00;46;66
13.03.2015;12:45:00;13.03.2015;13:00:00;47;63
13.03.2015;13:00:00;13.03.2015;13:15:00;46;70
13.03.2015;13:15:00;13.03.2015;13:30:00;45;70
13.03.2015;13:30:00;13.03.2015;13:45:00;44;60
13.03.2015;13:45:00;13.03.2015;14:00:00;43;49
13.03.2015;14:00:00;13.03.2015;14:15:00;42;48
13.03.2015;14:15:00;13.03.2015;14:30:00;41;48
13.03.2015;14:30:00;13.03.2015;14:45:00;41;42
13.03.2015;14:45:00;13.03.2015;15:00:00;40;42
13.03.2015;15:00:00;13.03.2015;15:15:00;39;44
13.03.2015;15:15:00;13.03.2015;15:30:00;38;33
13.03.2015;15:30:00;13.03.2015;15:45:00;38;37
13.03.2015;15:45:00;13.03.2015;16:00:00;37;41
13.03.2015;16:00:00;13.03.2015;16:15:00;37;39
13.03.2015;16:15:00;13.03.2015;16:30:00;39;45
13.03.2015;16:30:00;13.03.2015;16:45:00;40;50
13.03.2015;16:45:00;13.03.2015;17:00:00;41;57
13.03.2015;17:00:00;13.03.2015;17:15:00;44;62
13.03.2015;17:15:00;13.03.2015;17:30:00;48;58
13.03.2015;17:30:00;13.03.2015;17:45:00;52;69
13.03.2015;17:45:00;13.03.2015;18:00:00;56;73
13.03.2015;18:00:00;13.03.2015;18:15:00;60;70
13.03.2015;18:15:00;13.03.2015;18:30:00;65;65
13.03.2015;18:30:00;13.03.2015;18:45:00;70;77
13.03.2015;18:45:00;13.03.2015;19:00:00;75;65
13.03.2015;19:00:00;13.03.2015;19:15:00;80;62
13.03.2015;19:15:00;13.03.2015;19:30:00;85;75
13.03.2015;19:30:00;13.03.2015;19:45:00;90;73
13.03.2015;19:45:00;13.03.2015;20:00:00;95;68
13.03.2015;20:00:00;13.03.2015;20:15:00;100;77
13.03.2015;20:15:00;13.03.2015;20:30:00;105;83
13.03.2015;20:30:00;13.03.2015;20:45:00;110;86
13.03.2015;20:45:00;13.03.2015;21:00:00;115;79
13.03.2015;21:00:00;13.03.2015;21:15:00;119;95
13.03.2015;21:15:00;13.03.2015;21:30:00;124;91
13.03.2015;21:30:00;13.03.2015;21:45:00;128;94
13.03.2015;21:45:00;13.03.2015;22:00:00;132;85
13.03.2015;22:00:00;13.03.2015;22:15:00;135;90
13.03.2015;22:15:00;13.03.2015;22:30:00;137;95
13.03.2015;22:30:00;13.03.2015;22:45:00;139;107
13.03.2015;22:45:00;13.03.2015;23:00:00;141;105
13.03.2015;23:00:00;13.03.2015;23:15:00;141;91
13.03.2015;23:15:00;13.03.2015;23:30:00;141;88
13.03.2015;23:30:00;13.03.2015;23:45:00;140;86
13.03.2015;23:45:00;14.03.2015;00:00:00;140;93
14.03.2015;00:00:00;14.03.2015;00:15:00;127;88
14.03.2015;00:15:00;14.03.2015;00:30:00;128;88
14.03.2015;00:30:00;14.03.2015;00:45:00;128;88
14.03.2015;00:45:00;14.03.2015;01:00:00;128;90
14.03.2015;01:00:00;14.03.2015;01:15:00;128;89
14.03.2015;01:15:00;14.03.2015;01:30:00;127;87
14.03.2015;01:30:00;14.03.2015;01:45:00;126;102
14.03.2015;01:45:00;14.03.2015;02:00:00;124;93
14.03.2015;02:00:00;14.03.2015;02:15:00;123;95
14.03.2015;02:15:00;14.03.2015;02:30:00;121;84
14.03.2015;02:30:00;14.03.2015;02:45:00;120;93
14.03.2015;02:45:00;14.03.2015;03:00:00;118;91
14.03.2015;03:00:00;14.03.2015;03:15:00;116;89
14.03.2015;03:15:00;14.03.2015;03:30:00;113;88
14.03.2015;03:30:00;14.03.2015;03:45:00;110;77
14.03.2015;03:45:00;14.03.2015;04:00:00;107;78
14.03.2015;04:00:00;14.03.2015;04:15:00;105;85
14.03.2015;04:15:00;14.03.2015;04:30:00;105;78
14.03.2015;04:30:00;14.03.2015;04:45:00;105;74
14.03.2015;04:45:00;14.03.2015;05:00:00;104;63
14.03.2015;05:00:00;14.03.2015;05:15:00;102;66
14.03.2015;05:15:00;14.03.2015;05:30:00;98;59
14.03.2015;05:30:00;14.03.2015;05:45:00;94;60
14.03.2015;05:45:00;14.03.2015;06:00:00;91;50
14.03.2015;06:00:00;14.03.2015;06:15:00;87;47
14.03.2015;06:15:00;14.03.2015;06:30:00;85;40
14.03.2015;06:30:00;14.03.2015;06:45:00;83;49
14.03.2015;06:45:00;14.03.2015;07:00:00;80;51
14.03.2015;07:00:00;14.03.2015;07:15:00;77;47
14.03.2015;07:15:00;14.03.2015;07:30:00;72;50
14.03.2015;07:30:00;14.03.2015;07:45:00;68;49
14.03.2015;07:45:00;14.03.2015;08:00:00;63;45
14.03.2015;08:00:00;14.03.2015;08:15:00;59;40
14.03.2015;08:15:00;14.03.2015;08:30:00;54;41
14.03.2015;08:30:00;14.03.2015;08:45:00;50;37
14.03.2015;08:45:00;14.03.2015;09:00:00;46;31
14.03.2015;09:00:00;14.03.2015;09:15:00;43;27
14.03.2015;09:15:00;14.03.2015;09:30:00;41;19
14.03.2015;09:30:00;14.03.2015;09:45:00;39;17
14.03.2015;09:45:00;14.03.2015;10:00:00;37;15
14.03.2015;10:00:00;14.03.2015;10:15:00;35;15
14.03.2015;10:15:00;14.03.2015;10:30:00;35;18
14.03.2015;10:30:00;14.03.2015;10:45:00;34;15
14.03.2015;10:45:00;14.03.2015;11:00:00;33;14
14.03.2015;11:00:00;14.03.2015;11:15:00;33;7
14.03.2015;11:15:00;14.03.2015;11:30:00;32;7
14.03.2015;11:30:00;14.03.2015;11:45:00;32;4
14.03.2015;11:45:00;14.03.2015;12:00:00;32;9
14.03.2015;12:00:00;14.03.2015;12:15:00;32;6
14.03.2015;12:15:00;14.03.2015;12:30:00;33;9
14.03.2015;12:30:00;14.03.2015;12:45:00;34;10
14.03.2015;12:45:00;14.03.2015;13:00:00;35;7
14.03.2015;13:00:00;14.03.2015;13:15:00;36;16
14.03.2015;13:15:00;14.03.2015;13:30:00;36;15
14.03.2015;13:30:00;14.03.2015;13:45:00;37;16
14.03.2015;13:45:00;14.03.2015;14:00:00;38;14
14.03.2015;14:00:00;14.03.2015;14:15:00;38;15
14.03.2015;14:15:00;14.03.2015;14:30:00;39;19
14.03.2015;14:30:00;14.03.2015;14:45:00;40;15
14.03.2015;14:45:00;14.03.2015;15:00:00;40;18
14.03.2015;15:00:00;14.03.2015;15:15:00;41;17
14.03.2015;15:15:00;14.03.2015;15:30:00;42;19
14.03.2015;15:30:00;14.03.2015;15:45:00;43;22
14.03.2015;15:45:00;14.03.2015;16:00:00;44;24
14.03.2015;16:00:00;14.03.2015;16:15:00;45;28
14.03.2015;16:15:00;14.03.2015;16:30:00;46;23
14.03.2015;16:30:00;14.03.2015;16:45:00;47;29
14.03.2015;16:45:00;14.03.2015;17:00:00;48;26
14.03.2015;17:00:00;14.03.2015;17:15:00;50;30
14.03.2015;17:15:00;14.03.2015;17:30:00;52;26
14.03.2015;17:30:00;14.03.2015;17:45:00;54;25
14.03.2015;17:45:00;14.03.2015;18:00:00;56;30
14.03.2015;18:00:00;14.03.2015;18:15:00;58;35
14.03.2015;18:15:00;14.03.2015;18:30:00;61;37
14.03.2015;18:30:00;14.03.2015;18:45:00;63;36
14.03.2015;18:45:00;14.03.2015;19:00:00;66;41
14.03.2015;19:00:00;14.03.2015;19:15:00;69;43
14.03.2015;19:15:00;14.03.2015;19:30:00;72;53
14.03.2015;19:30:00;14.03.2015;19:45:00;74;59
14.03.2015;19:45:00;14.03.2015;20:00:00;77;53
14.03.2015;20:00:00;14.03.2015;20:15:00;81;57
14.03.2015;20:15:00;14.03.2015;20:30:00;84;58
14.03.2015;20:30:00;14.03.2015;20:45:00;88;55
14.03.2015;20:45:00;14.03.2015;21:00:00;91;48
14.03.2015;21:00:00;14.03.2015;21:15:00;95;57
14.03.2015;21:15:00;14.03.2015;21:30:00;99;64
14.03.2015;21:30:00;14.03.2015;21:45:00;103;54
14.03.2015;21:45:00;14.03.2015;22:00:00;107;62
14.03.2015;22:00:00;14.03.2015;22:15:00;110;60
14.03.2015;22:15:00;14.03.2015;22:30:00;110;67
14.03.2015;22:30:00;14.03.2015;22:45:00;111;64
14.03.2015;22:45:00;14.03.2015;23:00:00;112;79
14.03.2015;23:00:00;14.03.2015;23:15:00;113;74
14.03.2015;23:15:00;14.03.2015;23:30:00;112;84
14.03.2015;23:30:00;14.03.2015;23:45:00;111;92
14.03.2015;23:45:00;15.03.2015;00:00:00;110;91
15.03.2015;00:00:00;15.03.2015;00:15:00;89;102
15.03.2015;00:15:00;15.03.2015;00:30:00;91;97
15.03.2015;00:30:00;15.03.2015;00:45:00;93;83
15.03.2015;00:45:00;15.03.2015;01:00:00;95;90
15.03.2015;01:00:00;15.03.2015;01:15:00;96;83
15.03.2015;01:15:00;15.03.2015;01:30:00;96;85
15.03.2015;01:30:00;15.03.2015;01:45:00;96;80
15.03.2015;01:45:00;15.03.2015;02:00:00;96;70
15.03.2015;02:00:00;15.03.2015;02:15:00;96;66
15.03.2015;02:15:00;15.03.2015;02:30:00;95;69
15.03.2015;02:30:00;15.03.2015;02:45:00;95;68
15.03.2015;02:45:00;15.03.2015;03:00:00;94;68
15.03.2015;03:00:00;15.03.2015;03:15:00;93;64
15.03.2015;03:15:00;15.03.2015;03:30:00;92;67
15.03.2015;03:30:00;15.03.2015;03:45:00;92;66
15.03.2015;03:45:00;15.03.2015;04:00:00;91;64
15.03.2015;04:00:00;15.03.2015;04:15:00;90;66
15.03.2015;04:15:00;15.03.2015;04:30:00;89;69
15.03.2015;04:30:00;15.03.2015;04:45:00;88;66
15.03.2015;04:45:00;15.03.2015;05:00:00;87;61
15.03.2015;05:00:00;15.03.2015;05:15:00;86;59
15.03.2015;05:15:00;15.03.2015;05:30:00;85;57
15.03.2015;05:30:00;15.03.2015;05:45:00;84;58
15.03.2015;05:45:00;15.03.2015;06:00:00;83;63
15.03.2015;06:00:00;15.03.2015;06:15:00;82;56
15.03.2015;06:15:00;15.03.2015;06:30:00;81;59
15.03.2015;06:30:00;15.03.2015;06:45:00;80;61
15.03.2015;06:45:00;15.03.2015;07:00:00;80;66
15.03.2015;07:00:00;15.03.2015;07:15:00;79;66
15.03.2015;07:15:00;15.03.2015;07:30:00;79;61
15.03.2015;07:30:00;15.03.2015;07:45:00;79;54
15.03.2015;07:45:00;15.03.2015;08:00:00;79;50
15.03.2015;08:00:00;15.03.2015;08:15:00;79;51
15.03.2015;08:15:00;15.03.2015;08:30:00;79;52
15.03.2015;08:30:00;15.03.2015;08:45:00;78;46
15.03.2015;08:45:00;15.03.2015;09:00:00;78;48
15.03.2015;09:00:00;15.03.2015;09:15:00;78;49
15.03.2015;09:15:00;15.03.2015;09:30:00;77;54
15.03.2015;09:30:00;15.03.2015;09:45:00;77;54
15.03.2015;09:45:00;15.03.2015;10:00:00;76;52
15.03.2015;10:00:00;15.03.2015;10:15:00;76;62
15.03.2015;10:15:00;15.03.2015;10:30:00;76;71
15.03.2015;10:30:00;15.03.2015;10:45:00;76;75
15.03.2015;10:45:00;15.03.2015;11:00:00;77;71
15.03.2015;11:00:00;15.03.2015;11:15:00;76;67
