Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW)
20.03.2015;07:30:00;20.03.2015;07:45:00;22;20
20.03.2015;07:45:00;20.03.2015;08:00:00;19;20
20.03.2015;08:00:00;20.03.2015;08:15:00;16;13
20.03.2015;08:15:00;20.03.2015;08:30:00;14;13
20.03.2015;08:30:00;20.03.2015;08:45:00;12;9
20.03.2015;08:45:00;20.03.2015;09:00:00;9;5
20.03.2015;09:00:00;20.03.2015;09:15:00;8;3
20.03.2015;09:15:00;20.03.2015;09:30:00;7;5
20.03.2015;09:30:00;20.03.2015;09:45:00;7;5
20.03.2015;09:45:00;20.03.2015;10:00:00;6;3
20.03.2015;10:00:00;20.03.2015;10:15:00;6;3
20.03.2015;10:15:00;20.03.2015;10:30:00;6;2
20.03.2015;10:30:00;20.03.2015;10:45:00;6;5
20.03.2015;10:45:00;20.03.2015;11:00:00;6;6
20.03.2015;11:00:00;20.03.2015;11:15:00;6;5
20.03.2015;11:15:00;20.03.2015;11:30:00;7;4
20.03.2015;11:30:00;20.03.2015;11:45:00;8;5
20.03.2015;11:45:00;20.03.2015;12:00:00;8;5
20.03.2015;12:00:00;20.03.2015;12:15:00;9;7
20.03.2015;12:15:00;20.03.2015;12:30:00;9;7
20.03.2015;12:30:00;20.03.2015;12:45:00;10;7
20.03.2015;12:45:00;20.03.2015;13:00:00;11;4
20.03.2015;13:00:00;20.03.2015;13:15:00;11;3
20.03.2015;13:15:00;20.03.2015;13:30:00;10;4
20.03.2015;13:30:00;20.03.2015;13:45:00;10;5
20.03.2015;13:45:00;20.03.2015;14:00:00;10;4
20.03.2015;14:00:00;20.03.2015;14:15:00;9;5
20.03.2015;14:15:00;20.03.2015;14:30:00;8;3
20.03.2015;14:30:00;20.03.2015;14:45:00;8;4
20.03.2015;14:45:00;20.03.2015;15:00:00;7;2
20.03.2015;15:00:00;20.03.2015;15:15:00;6;2
20.03.2015;15:15:00;20.03.2015;15:30:00;6;2
20.03.2015;15:30:00;20.03.2015;15:45:00;5;1
20.03.2015;15:45:00;20.03.2015;16:00:00;5;1
20.03.2015;16:00:00;20.03.2015;16:15:00;4;1
20.03.2015;16:15:00;20.03.2015;16:30:00;5;1
20.03.2015;16:30:00;20.03.2015;16:45:00;5;1
20.03.2015;16:45:00;20.03.2015;17:00:00;5;1
20.03.2015;17:00:00;20.03.2015;17:15:00;5;1
20.03.2015;17:15:00;20.03.2015;17:30:00;5;1
20.03.2015;17:30:00;20.03.2015;17:45:00;6;1
20.03.2015;17:45:00;20.03.2015;18:00:00;6;1
20.03.2015;18:00:00;20.03.2015;18:15:00;6;1
20.03.2015;18:15:00;20.03.2015;18:30:00;7;2
20.03.2015;18:30:00;20.03.2015;18:45:00;8;3
20.03.2015;18:45:00;20.03.2015;19:00:00;9;6
20.03.2015;19:00:00;20.03.2015;19:15:00;9;8
20.03.2015;19:15:00;20.03.2015;19:30:00;10;8
20.03.2015;19:30:00;20.03.2015;19:45:00;10;11
20.03.2015;19:45:00;20.03.2015;20:00:00;11;7
20.03.2015;20:00:00;20.03.2015;20:15:00;11;5
20.03.2015;20:15:00;20.03.2015;20:30:00;12;5
20.03.2015;20:30:00;20.03.2015;20:45:00;13;3
20.03.2015;20:45:00;20.03.2015;21:00:00;13;2
20.03.2015;21:00:00;20.03.2015;21:15:00;13;2
20.03.2015;21:15:00;20.03.2015;21:30:00;13;3
20.03.2015;21:30:00;20.03.2015;21:45:00;12;4
20.03.2015;21:45:00;20.03.2015;22:00:00;12;5
20.03.2015;22:00:00;20.03.2015;22:15:00;11;7
20.03.2015;22:15:00;20.03.2015;22:30:00;10;8
20.03.2015;22:30:00;20.03.2015;22:45:00;10;9
20.03.2015;22:45:00;20.03.2015;23:00:00;9;12
20.03.2015;23:00:00;20.03.2015;23:15:00;8;13
20.03.2015;23:15:00;20.03.2015;23:30:00;8;12
20.03.2015;23:30:00;20.03.2015;23:45:00;8;12
20.03.2015;23:45:00;21.03.2015;00:00:00;8;15
21.03.2015;00:00:00;21.03.2015;00:15:00;9;14
21.03.2015;00:15:00;21.03.2015;00:30:00;9;16
21.03.2015;00:30:00;21.03.2015;00:45:00;10;16
21.03.2015;00:45:00;21.03.2015;01:00:00;11;17
21.03.2015;01:00:00;21.03.2015;01:15:00;11;19
21.03.2015;01:15:00;21.03.2015;01:30:00;11;15
21.03.2015;01:30:00;21.03.2015;01:45:00;12;26
21.03.2015;01:45:00;21.03.2015;02:00:00;12;31
21.03.2015;02:00:00;21.03.2015;02:15:00;13;34
21.03.2015;02:15:00;21.03.2015;02:30:00;14;30
21.03.2015;02:30:00;21.03.2015;02:45:00;15;33
21.03.2015;02:45:00;21.03.2015;03:00:00;17;41
21.03.2015;03:00:00;21.03.2015;03:15:00;18;39
21.03.2015;03:15:00;21.03.2015;03:30:00;19;36
21.03.2015;03:30:00;21.03.2015;03:45:00;20;44
21.03.2015;03:45:00;21.03.2015;04:00:00;21;44
21.03.2015;04:00:00;21.03.2015;04:15:00;22;44
21.03.2015;04:15:00;21.03.2015;04:30:00;25;44
21.03.2015;04:30:00;21.03.2015;04:45:00;27;48
21.03.2015;04:45:00;21.03.2015;05:00:00;29;55
21.03.2015;05:00:00;21.03.2015;05:15:00;31;57
21.03.2015;05:15:00;21.03.2015;05:30:00;33;58
21.03.2015;05:30:00;21.03.2015;05:45:00;35;49
21.03.2015;05:45:00;21.03.2015;06:00:00;37;52
21.03.2015;06:00:00;21.03.2015;06:15:00;39;55
21.03.2015;06:15:00;21.03.2015;06:30:00;40;65
21.03.2015;06:30:00;21.03.2015;06:45:00;41;70
21.03.2015;06:45:00;21.03.2015;07:00:00;43;76
21.03.2015;07:00:00;21.03.2015;07:15:00;43;85
21.03.2015;07:15:00;21.03.2015;07:30:00;41;95
21.03.2015;07:30:00;21.03.2015;07:45:00;40;97
21.03.2015;07:45:00;21.03.2015;08:00:00;38;86
21.03.2015;08:00:00;21.03.2015;08:15:00;36;81
21.03.2015;08:15:00;21.03.2015;08:30:00;34;85
21.03.2015;08:30:00;21.03.2015;08:45:00;32;76
21.03.2015;08:45:00;21.03.2015;09:00:00;29;58
21.03.2015;09:00:00;21.03.2015;09:15:00;28;50
21.03.2015;09:15:00;21.03.2015;09:30:00;28;36
21.03.2015;09:30:00;21.03.2015;09:45:00;27;43
21.03.2015;09:45:00;21.03.2015;10:00:00;27;46
21.03.2015;10:00:00;21.03.2015;10:15:00;28;51
21.03.2015;10:15:00;21.03.2015;10:30:00;30;54
21.03.2015;10:30:00;21.03.2015;10:45:00;32;53
21.03.2015;10:45:00;21.03.2015;11:00:00;34;70
21.03.2015;11:00:00;21.03.2015;11:15:00;38;72
21.03.2015;11:15:00;21.03.2015;11:30:00;43;72
21.03.2015;11:30:00;21.03.2015;11:45:00;48;99
21.03.2015;11:45:00;21.03.2015;12:00:00;53;101
21.03.2015;12:00:00;21.03.2015;12:15:00;58;111
21.03.2015;12:15:00;21.03.2015;12:30:00;63;96
21.03.2015;12:30:00;21.03.2015;12:45:00;68;93
21.03.2015;12:45:00;21.03.2015;13:00:00;73;84
21.03.2015;13:00:00;21.03.2015;13:15:00;77;103
21.03.2015;13:15:00;21.03.2015;13:30:00;81;90
21.03.2015;13:30:00;21.03.2015;13:45:00;86;136
21.03.2015;13:45:00;21.03.2015;14:00:00;90;125
21.03.2015;14:00:00;21.03.2015;14:15:00;92;140
21.03.2015;14:15:00;21.03.2015;14:30:00;93;153
21.03.2015;14:30:00;21.03.2015;14:45:00;93;150
21.03.2015;14:45:00;21.03.2015;15:00:00;94;157
21.03.2015;15:00:00;21.03.2015;15:15:00;94;139
21.03.2015;15:15:00;21.03.2015;15:30:00;93;146
21.03.2015;15:30:00;21.03.2015;15:45:00;92;128
21.03.2015;15:45:00;21.03.2015;16:00:00;90;119
21.03.2015;16:00:00;21.03.2015;16:15:00;88;116
21.03.2015;16:15:00;21.03.2015;16:30:00;85;140
21.03.2015;16:30:00;21.03.2015;16:45:00;81;119
21.03.2015;16:45:00;21.03.2015;17:00:00;78;136
21.03.2015;17:00:00;21.03.2015;17:15:00;73;104
21.03.2015;17:15:00;21.03.2015;17:30:00;68;101
21.03.2015;17:30:00;21.03.2015;17:45:00;63;89
21.03.2015;17:45:00;21.03.2015;18:00:00;58;98
21.03.2015;18:00:00;21.03.2015;18:15:00;53;114
21.03.2015;18:15:00;21.03.2015;18:30:00;48;88
21.03.2015;18:30:00;21.03.2015;18:45:00;44;59
21.03.2015;18:45:00;21.03.2015;19:00:00;39;66
21.03.2015;19:00:00;21.03.2015;19:15:00;36;66
21.03.2015;19:15:00;21.03.2015;19:30:00;35;59
21.03.2015;19:30:00;21.03.2015;19:45:00;34;60
21.03.2015;19:45:00;21.03.2015;20:00:00;34;48
21.03.2015;20:00:00;21.03.2015;20:15:00;34;48
21.03.2015;20:15:00;21.03.2015;20:30:00;36;45
21.03.2015;20:30:00;21.03.2015;20:45:00;38;55
21.03.2015;20:45:00;21.03.2015;21:00:00;41;49
21.03.2015;21:00:00;21.03.2015;21:15:00;43;65
21.03.2015;21:15:00;21.03.2015;21:30:00;46;65
21.03.2015;21:30:00;21.03.2015;21:45:00;49;63
21.03.2015;21:45:00;21.03.2015;22:00:00;52;62
21.03.2015;22:00:00;21.03.2015;22:15:00;54;60
21.03.2015;22:15:00;21.03.2015;22:30:00;56;47
21.03.2015;22:30:00;21.03.2015;22:45:00;58;43
21.03.2015;22:45:00;21.03.2015;23:00:00;60;27
21.03.2015;23:00:00;21.03.2015;23:15:00;62;25
21.03.2015;23:15:00;21.03.2015;23:30:00;63;33
21.03.2015;23:30:00;21.03.2015;23:45:00;64;37
21.03.2015;23:45:00;22.03.2015;00:00:00;66;35
22.03.2015;00:00:00;22.03.2015;00:15:00;41;41
22.03.2015;00:15:00;22.03.2015;00:30:00;44;44
22.03.2015;00:30:00;22.03.2015;00:45:00;48;45
22.03.2015;00:45:00;22.03.2015;01:00:00;51;57
22.03.2015;01:00:00;22.03.2015;01:15:00;54;60
22.03.2015;01:15:00;22.03.2015;01:30:00;56;54
22.03.2015;01:30:00;22.03.2015;01:45:00;58;52
22.03.2015;01:45:00;22.03.2015;02:00:00;60;51
22.03.2015;02:00:00;22.03.2015;02:15:00;62;48
22.03.2015;02:15:00;22.03.2015;02:30:00;62;42
22.03.2015;02:30:00;22.03.2015;02:45:00;62;48
22.03.2015;02:45:00;22.03.2015;03:00:00;63;45
22.03.2015;03:00:00;22.03.2015;03:15:00;64;48
22.03.2015;03:15:00;22.03.2015;03:30:00;66;43
22.03.2015;03:30:00;22.03.2015;03:45:00;68;43
22.03.2015;03:45:00;22.03.2015;04:00:00;71;54
22.03.2015;04:00:00;22.03.2015;04:15:00;74;55
22.03.2015;04:15:00;22.03.2015;04:30:00;78;64
22.03.2015;04:30:00;22.03.2015;04:45:00;82;69
22.03.2015;04:45:00;22.03.2015;05:00:00;86;75
22.03.2015;05:00:00;22.03.2015;05:15:00;91;82
22.03.2015;05:15:00;22.03.2015;05:30:00;96;89
22.03.2015;05:30:00;22.03.2015;05:45:00;101;90
22.03.2015;05:45:00;22.03.2015;06:00:00;107;96
22.03.2015;06:00:00;22.03.2015;06:15:00;113;99
22.03.2015;06:15:00;22.03.2015;06:30:00;121;104
22.03.2015;06:30:00;22.03.2015;06:45:00;129;106
22.03.2015;06:45:00;22.03.2015;07:00:00;137;115
22.03.2015;07:00:00;22.03.2015;07:15:00;144;109
22.03.2015;07:15:00;22.03.2015;07:30:00;152;122
22.03.2015;07:30:00;22.03.2015;07:45:00;160;138
22.03.2015;07:45:00;22.03.2015;08:00:00;168;129
22.03.2015;08:00:00;22.03.2015;08:15:00;178;131
22.03.2015;08:15:00;22.03.2015;08:30:00;190;145
22.03.2015;08:30:00;22.03.2015;08:45:00;202;151
22.03.2015;08:45:00;22.03.2015;09:00:00;214;166
22.03.2015;09:00:00;22.03.2015;09:15:00;223;185
22.03.2015;09:15:00;22.03.2015;09:30:00;228;194
22.03.2015;09:30:00;22.03.2015;09:45:00;233;197
22.03.2015;09:45:00;22.03.2015;10:00:00;238;198
22.03.2015;10:00:00;22.03.2015;10:15:00;240;258
22.03.2015;10:15:00;22.03.2015;10:30:00;240;240
22.03.2015;10:30:00;22.03.2015;10:45:00;239;213
22.03.2015;10:45:00;22.03.2015;11:00:00;238;237
22.03.2015;11:00:00;22.03.2015;11:15:00;236;224
22.03.2015;11:15:00;22.03.2015;11:30:00;233;230
22.03.2015;11:30:00;22.03.2015;11:45:00;230;245
22.03.2015;11:45:00;22.03.2015;12:00:00;227;234
22.03.2015;12:00:00;22.03.2015;12:15:00;223;232
22.03.2015;12:15:00;22.03.2015;12:30:00;219;218
22.03.2015;12:30:00;22.03.2015;12:45:00;215;215
22.03.2015;12:45:00;22.03.2015;13:00:00;211;226
22.03.2015;13:00:00;22.03.2015;13:15:00;208;222
22.03.2015;13:15:00;22.03.2015;13:30:00;205;207
22.03.2015;13:30:00;22.03.2015;13:45:00;202;232
22.03.2015;13:45:00;22.03.2015;14:00:00;200;198
22.03.2015;14:00:00;22.03.2015;14:15:00;198;183
22.03.2015;14:15:00;22.03.2015;14:30:00;196;168
22.03.2015;14:30:00;22.03.2015;14:45:00;195;199
22.03.2015;14:45:00;22.03.2015;15:00:00;194;195
22.03.2015;15:00:00;22.03.2015;15:15:00;192;202
22.03.2015;15:15:00;22.03.2015;15:30:00;190;187
22.03.2015;15:30:00;22.03.2015;15:45:00;188;184
22.03.2015;15:45:00;22.03.2015;16:00:00;186;192
22.03.2015;16:00:00;22.03.2015;16:15:00;183;179
22.03.2015;16:15:00;22.03.2015;16:30:00;179;178
22.03.2015;16:30:00;22.03.2015;16:45:00;176;185
22.03.2015;16:45:00;22.03.2015;17:00:00;172;175
22.03.2015;17:00:00;22.03.2015;17:15:00;168;181
22.03.2015;17:15:00;22.03.2015;17:30:00;163;162
22.03.2015;17:30:00;22.03.2015;17:45:00;159;198
22.03.2015;17:45:00;22.03.2015;18:00:00;154;157
22.03.2015;18:00:00;22.03.2015;18:15:00;151;167
22.03.2015;18:15:00;22.03.2015;18:30:00;150;151
22.03.2015;18:30:00;22.03.2015;18:45:00;148;167
22.03.2015;18:45:00;22.03.2015;19:00:00;147;159
22.03.2015;19:00:00;22.03.2015;19:15:00;146;144
22.03.2015;19:15:00;22.03.2015;19:30:00;145;141
22.03.2015;19:30:00;22.03.2015;19:45:00;144;136
22.03.2015;19:45:00;22.03.2015;20:00:00;143;131
22.03.2015;20:00:00;22.03.2015;20:15:00;142;125
22.03.2015;20:15:00;22.03.2015;20:30:00;142;114
22.03.2015;20:30:00;22.03.2015;20:45:00;141;127
22.03.2015;20:45:00;22.03.2015;21:00:00;140;121
22.03.2015;21:00:00;22.03.2015;21:15:00;139;122
22.03.2015;21:15:00;22.03.2015;21:30:00;138;129
22.03.2015;21:30:00;22.03.2015;21:45:00;137;131
22.03.2015;21:45:00;22.03.2015;22:00:00;136;132
22.03.2015;22:00:00;22.03.2015;22:15:00;135;117
22.03.2015;22:15:00;22.03.2015;22:30:00;132;108
22.03.2015;22:30:00;22.03.2015;22:45:00;130;91
22.03.2015;22:45:00;22.03.2015;23:00:00;128;99
22.03.2015;23:00:00;22.03.2015;23:15:00;126;84
22.03.2015;23:15:00;22.03.2015;23:30:00;123;96
22.03.2015;23:30:00;22.03.2015;23:45:00;120;74
22.03.2015;23:45:00;23.03.2015;00:00:00;118;78
23.03.2015;00:00:00;23.03.2015;00:15:00;113;63
23.03.2015;00:15:00;23.03.2015;00:30:00;110;63
23.03.2015;00:30:00;23.03.2015;00:45:00;107;65
23.03.2015;00:45:00;23.03.2015;01:00:00;104;57
23.03.2015;01:00:00;23.03.2015;01:15:00;101;55
23.03.2015;01:15:00;23.03.2015;01:30:00;98;50
23.03.2015;01:30:00;23.03.2015;01:45:00;94;42
23.03.2015;01:45:00;23.03.2015;02:00:00;90;43
23.03.2015;02:00:00;23.03.2015;02:15:00;87;44
23.03.2015;02:15:00;23.03.2015;02:30:00;83;43
23.03.2015;02:30:00;23.03.2015;02:45:00;80;41
23.03.2015;02:45:00;23.03.2015;03:00:00;76;43
23.03.2015;03:00:00;23.03.2015;03:15:00;73;43
23.03.2015;03:15:00;23.03.2015;03:30:00;69;33
23.03.2015;03:30:00;23.03.2015;03:45:00;65;33
23.03.2015;03:45:00;23.03.2015;04:00:00;61;34
23.03.2015;04:00:00;23.03.2015;04:15:00;59;31
23.03.2015;04:15:00;23.03.2015;04:30:00;57;26
23.03.2015;04:30:00;23.03.2015;04:45:00;56;25
23.03.2015;04:45:00;23.03.2015;05:00:00;54;18
23.03.2015;05:00:00;23.03.2015;05:15:00;53;15
23.03.2015;05:15:00;23.03.2015;05:30:00;51;14
23.03.2015;05:30:00;23.03.2015;05:45:00;50;14
23.03.2015;05:45:00;23.03.2015;06:00:00;49;8
23.03.2015;06:00:00;23.03.2015;06:15:00;47;7
23.03.2015;06:15:00;23.03.2015;06:30:00;44;7
23.03.2015;06:30:00;23.03.2015;06:45:00;42;8
23.03.2015;06:45:00;23.03.2015;07:00:00;39;10
23.03.2015;07:00:00;23.03.2015;07:15:00;37;10
23.03.2015;07:15:00;23.03.2015;07:30:00;34;10
23.03.2015;07:30:00;23.03.2015;07:45:00;31;11
23.03.2015;07:45:00;23.03.2015;08:00:00;28;10
23.03.2015;08:00:00;23.03.2015;08:15:00;25;9
23.03.2015;08:15:00;23.03.2015;08:30:00;21;7
23.03.2015;08:30:00;23.03.2015;08:45:00;18;10
23.03.2015;08:45:00;23.03.2015;09:00:00;14;11
23.03.2015;09:00:00;23.03.2015;09:15:00;12;7
23.03.2015;09:15:00;23.03.2015;09:30:00;10;4
23.03.2015;09:30:00;23.03.2015;09:45:00;8;4
23.03.2015;09:45:00;23.03.2015;10:00:00;7;4
23.03.2015;10:00:00;23.03.2015;10:15:00;6;4
23.03.2015;10:15:00;23.03.2015;10:30:00;5;2
23.03.2015;10:30:00;23.03.2015;10:45:00;5;1
23.03.2015;10:45:00;23.03.2015;11:00:00;4;2
23.03.2015;11:00:00;23.03.2015;11:15:00;4;2
23.03.2015;11:15:00;23.03.2015;11:30:00;3;2
23.03.2015;11:30:00;23.03.2015;11:45:00;3;3
23.03.2015;11:45:00;23.03.2015;12:00:00;3;0
23.03.2015;12:00:00;23.03.2015;12:15:00;3;0
23.03.2015;12:15:00;23.03.2015;12:30:00;3;0
23.03.2015;12:30:00;23.03.2015;12:45:00;3;0
23.03.2015;12:45:00;23.03.2015;13:00:00;3;0
23.03.2015;13:00:00;23.03.2015;13:15:00;3;1
23.03.2015;13:15:00;23.03.2015;13:30:00;3;1
23.03.2015;13:30:00;23.03.2015;13:45:00;3;2
23.03.2015;13:45:00;23.03.2015;14:00:00;3;1
23.03.2015;14:00:00;23.03.2015;14:15:00;3;1
23.03.2015;14:15:00;23.03.2015;14:30:00;3;0
23.03.2015;14:30:00;23.03.2015;14:45:00;3;2
23.03.2015;14:45:00;23.03.2015;15:00:00;3;1
23.03.2015;15:00:00;23.03.2015;15:15:00;3;1
23.03.2015;15:15:00;23.03.2015;15:30:00;3;5
23.03.2015;15:30:00;23.03.2015;15:45:00;3;5
23.03.2015;15:45:00;23.03.2015;16:00:00;3;9
23.03.2015;16:00:00;23.03.2015;16:15:00;3;16
23.03.2015;16:15:00;23.03.2015;16:30:00;3;19
23.03.2015;16:30:00;23.03.2015;16:45:00;3;18
23.03.2015;16:45:00;23.03.2015;17:00:00;3;18
23.03.2015;17:00:00;23.03.2015;17:15:00;4;17
23.03.2015;17:15:00;23.03.2015;17:30:00;5;20
23.03.2015;17:30:00;23.03.2015;17:45:00;5;28
23.03.2015;17:45:00;23.03.2015;18:00:00;6;26
23.03.2015;18:00:00;23.03.2015;18:15:00;7;26
23.03.2015;18:15:00;23.03.2015;18:30:00;8;35
23.03.2015;18:30:00;23.03.2015;18:45:00;8;46
23.03.2015;18:45:00;23.03.2015;19:00:00;9;49
23.03.2015;19:00:00;23.03.2015;19:15:00;10;55
23.03.2015;19:15:00;23.03.2015;19:30:00;10;62
23.03.2015;19:30:00;23.03.2015;19:45:00;11;61
23.03.2015;19:45:00;23.03.2015;20:00:00;11;49
23.03.2015;20:00:00;23.03.2015;20:15:00;11;49
23.03.2015;20:15:00;23.03.2015;20:30:00;11;40
23.03.2015;20:30:00;23.03.2015;20:45:00;11;47
23.03.2015;20:45:00;23.03.2015;21:00:00;11;41
23.03.2015;21:00:00;23.03.2015;21:15:00;11;52
23.03.2015;21:15:00;23.03.2015;21:30:00;11;48
23.03.2015;21:30:00;23.03.2015;21:45:00;12;34
23.03.2015;21:45:00;23.03.2015;22:00:00;12;46
23.03.2015;22:00:00;23.03.2015;22:15:00;12;47
23.03.2015;22:15:00;23.03.2015;22:30:00;12;42
23.03.2015;22:30:00;23.03.2015;22:45:00;13;30
23.03.2015;22:45:00;23.03.2015;23:00:00;13;34
23.03.2015;23:00:00;23.03.2015;23:15:00;13;36
23.03.2015;23:15:00;23.03.2015;23:30:00;13;40
23.03.2015;23:30:00;23.03.2015;23:45:00;13;41
23.03.2015;23:45:00;24.03.2015;00:00:00;13;44
24.03.2015;00:00:00;24.03.2015;00:15:00;35;41
24.03.2015;00:15:00;24.03.2015;00:30:00;34;42
24.03.2015;00:30:00;24.03.2015;00:45:00;34;40
24.03.2015;00:45:00;24.03.2015;01:00:00;34;40
24.03.2015;01:00:00;24.03.2015;01:15:00;32;40
24.03.2015;01:15:00;24.03.2015;01:30:00;30;47
24.03.2015;01:30:00;24.03.2015;01:45:00;28;52
24.03.2015;01:45:00;24.03.2015;02:00:00;25;50
24.03.2015;02:00:00;24.03.2015;02:15:00;23;46
24.03.2015;02:15:00;24.03.2015;02:30:00;22;41
24.03.2015;02:30:00;24.03.2015;02:45:00;20;41
24.03.2015;02:45:00;24.03.2015;03:00:00;18;29
24.03.2015;03:00:00;24.03.2015;03:15:00;17;33
24.03.2015;03:15:00;24.03.2015;03:30:00;16;32
24.03.2015;03:30:00;24.03.2015;03:45:00;16;36
24.03.2015;03:45:00;24.03.2015;04:00:00;15;38
24.03.2015;04:00:00;24.03.2015;04:15:00;15;35
24.03.2015;04:15:00;24.03.2015;04:30:00;14;32
24.03.2015;04:30:00;24.03.2015;04:45:00;14;32
24.03.2015;04:45:00;24.03.2015;05:00:00;13;26
24.03.2015;05:00:00;24.03.2015;05:15:00;13;30
24.03.2015;05:15:00;24.03.2015;05:30:00;12;29
24.03.2015;05:30:00;24.03.2015;05:45:00;11;33
24.03.2015;05:45:00;24.03.2015;06:00:00;10;31
24.03.2015;06:00:00;24.03.2015;06:15:00;9;36
24.03.2015;06:15:00;24.03.2015;06:30:00;8;34
24.03.2015;06:30:00;24.03.2015;06:45:00;7;26
24.03.2015;06:45:00;24.03.2015;07:00:00;7;24
24.03.2015;07:00:00;24.03.2015;07:15:00;6;19
24.03.2015;07:15:00;24.03.2015;07:30:00;5;12
24.03.2015;07:30:00;24.03.2015;07:45:00;5;9
24.03.2015;07:45:00;24.03.2015;08:00:00;4;6
24.03.2015;08:00:00;24.03.2015;08:15:00;4;3
24.03.2015;08:15:00;24.03.2015;08:30:00;4;3
24.03.2015;08:30:00;24.03.2015;08:45:00;4;2
24.03.2015;08:45:00;24.03.2015;09:00:00;4;1
24.03.2015;09:00:00;24.03.2015;09:15:00;4;0
24.03.2015;09:15:00;24.03.2015;09:30:00;4;1
24.03.2015;09:30:00;24.03.2015;09:45:00;4;0
24.03.2015;09:45:00;24.03.2015;10:00:00;4;0
24.03.2015;10:00:00;24.03.2015;10:15:00;4;0
24.03.2015;10:15:00;24.03.2015;10:30:00;4;0
24.03.2015;10:30:00;24.03.2015;10:45:00;4;0
24.03.2015;10:45:00;24.03.2015;11:00:00;4;0
24.03.2015;11:00:00;24.03.2015;11:15:00;4;1
24.03.2015;11:15:00;24.03.2015;11:30:00;4;0
24.03.2015;11:30:00;24.03.2015;11:45:00;5;0
24.03.2015;11:45:00;24.03.2015;12:00:00;5;0
24.03.2015;12:00:00;24.03.2015;12:15:00;5;0
24.03.2015;12:15:00;24.03.2015;12:30:00;5;1
24.03.2015;12:30:00;24.03.2015;12:45:00;5;0
24.03.2015;12:45:00;24.03.2015;13:00:00;5;1
24.03.2015;13:00:00;24.03.2015;13:15:00;6;1
24.03.2015;13:15:00;24.03.2015;13:30:00;5;1
24.03.2015;13:30:00;24.03.2015;13:45:00;5;2
24.03.2015;13:45:00;24.03.2015;14:00:00;5;0
24.03.2015;14:00:00;24.03.2015;14:15:00;5;1
24.03.2015;14:15:00;24.03.2015;14:30:00;5;0
24.03.2015;14:30:00;24.03.2015;14:45:00;4;2
24.03.2015;14:45:00;24.03.2015;15:00:00;4;2
24.03.2015;15:00:00;24.03.2015;15:15:00;4;1
24.03.2015;15:15:00;24.03.2015;15:30:00;3;3
24.03.2015;15:30:00;24.03.2015;15:45:00;3;3
24.03.2015;15:45:00;24.03.2015;16:00:00;3;2
24.03.2015;16:00:00;24.03.2015;16:15:00;3;3
24.03.2015;16:15:00;24.03.2015;16:30:00;3;4
24.03.2015;16:30:00;24.03.2015;16:45:00;3;3
24.03.2015;16:45:00;24.03.2015;17:00:00;3;4
24.03.2015;17:00:00;24.03.2015;17:15:00;4;3
24.03.2015;17:15:00;24.03.2015;17:30:00;6;2
24.03.2015;17:30:00;24.03.2015;17:45:00;8;3
24.03.2015;17:45:00;24.03.2015;18:00:00;10;4
24.03.2015;18:00:00;24.03.2015;18:15:00;13;10
24.03.2015;18:15:00;24.03.2015;18:30:00;18;12
24.03.2015;18:30:00;24.03.2015;18:45:00;23;25
24.03.2015;18:45:00;24.03.2015;19:00:00;29;33
24.03.2015;19:00:00;24.03.2015;19:15:00;35;46
24.03.2015;19:15:00;24.03.2015;19:30:00;43;64
24.03.2015;19:30:00;24.03.2015;19:45:00;50;82
24.03.2015;19:45:00;24.03.2015;20:00:00;58;114
24.03.2015;20:00:00;24.03.2015;20:15:00;66;123
24.03.2015;20:15:00;24.03.2015;20:30:00;77;111
24.03.2015;20:30:00;24.03.2015;20:45:00;87;161
24.03.2015;20:45:00;24.03.2015;21:00:00;97;152
24.03.2015;21:00:00;24.03.2015;21:15:00;107;172
24.03.2015;21:15:00;24.03.2015;21:30:00;118;151
24.03.2015;21:30:00;24.03.2015;21:45:00;129;151
24.03.2015;21:45:00;24.03.2015;22:00:00;140;162
24.03.2015;22:00:00;24.03.2015;22:15:00;148;175
24.03.2015;22:15:00;24.03.2015;22:30:00;151;148
24.03.2015;22:30:00;24.03.2015;22:45:00;155;143
24.03.2015;22:45:00;24.03.2015;23:00:00;159;163
24.03.2015;23:00:00;24.03.2015;23:15:00;160;177
24.03.2015;23:15:00;24.03.2015;23:30:00;158;146
24.03.2015;23:30:00;24.03.2015;23:45:00;157;187
24.03.2015;23:45:00;25.03.2015;00:00:00;155;185
25.03.2015;00:00:00;25.03.2015;00:15:00;153;178
25.03.2015;00:15:00;25.03.2015;00:30:00;151;194
25.03.2015;00:30:00;25.03.2015;00:45:00;148;170
25.03.2015;00:45:00;25.03.2015;01:00:00;146;200
25.03.2015;01:00:00;25.03.2015;01:15:00;141;200
25.03.2015;01:15:00;25.03.2015;01:30:00;136;204
25.03.2015;01:30:00;25.03.2015;01:45:00;130;148
25.03.2015;01:45:00;25.03.2015;02:00:00;124;141
25.03.2015;02:00:00;25.03.2015;02:15:00;119;149
25.03.2015;02:15:00;25.03.2015;02:30:00;115;119
25.03.2015;02:30:00;25.03.2015;02:45:00;110;116
25.03.2015;02:45:00;25.03.2015;03:00:00;106;129
25.03.2015;03:00:00;25.03.2015;03:15:00;102;104
25.03.2015;03:15:00;25.03.2015;03:30:00;100;102
25.03.2015;03:30:00;25.03.2015;03:45:00;98;91
